Temperature;PM2.5;PM10;SO2;CO;status
29.0;474.7;96.4;49.2;20.4;1
44.4;495.1;525.2;67.1;26.5;1
38.5;404.8;216.8;98.0;36.2;1
41.6;70.9;260.8;53.2;18.6;1
11.0;353.1;132.6;68.6;5.3;1
14.9;101.7;255.2;34.7;32.7;1
13.0;448.6;138.8;29.9;33.4;1
19.2;158.3;399.6;33.5;13.0;1
25.5;163.4;299.3;3.9;1.8;1
32.5;458.8;472.8;28.5;33.3;1
27.5;6.6;187.6;17.3;35.2;1
41.6;97.0;303.4;45.7;1.3;1
42.9;211.0;155.7;46.1;34.7;1
15.7;350.4;560.7;76.5;46.9;1
39.9;323.8;313.2;50.2;8.9;1
26.9;334.7;104.1;46.3;26.1;1
25.9;440.0;163.7;23.2;34.8;1
37.5;60.5;49.7;85.2;11.5;1
13.3;261.1;16.7;9.1;37.6;1
40.9;362.7;315.6;98.2;43.4;1
33.5;318.1;202.3;47.6;40.7;1
40.6;224.2;578.3;18.6;12.9;1
44.8;8.6;102.8;35.4;40.2;1
28.1;30.2;476.3;1.5;20.7;1
13.3;59.5;189.6;16.7;13.3;1
15.8;171.6;134.1;33.5;8.4;1
21.3;58.8;581.8;55.4;45.4;1
13.6;213.0;481.5;12.9;21.3;1
38.5;89.3;378.4;67.6;43.3;1
20.4;389.6;418.3;84.4;8.0;1
44.2;435.7;594.8;57.2;38.3;1
34.6;194.8;355.9;29.7;5.5;1
16.1;255.7;61.1;12.1;0.9;1
26.7;476.7;38.9;1.6;49.8;1
26.3;267.8;400.0;73.2;3.7;1
27.2;497.5;394.6;62.8;23.1;1
28.7;71.1;448.9;47.6;43.9;1
11.1;431.1;65.3;10.2;41.0;1
34.0;248.6;566.9;20.7;23.6;1
27.1;11.4;330.7;81.5;30.5;1
37.7;486.1;389.7;48.0;31.5;1
38.5;482.5;20.9;96.3;5.5;1
18.1;191.6;576.6;100.0;14.2;1
11.7;477.1;337.6;80.1;15.0;1
34.6;70.5;338.0;25.8;18.9;1
44.2;340.1;566.1;23.1;13.7;1
25.6;96.0;557.6;25.4;12.6;1
19.1;123.3;132.2;98.7;17.7;1
15.5;389.7;558.7;33.5;19.0;1
20.1;188.7;442.0;70.6;24.4;1
21.5;3.6;11.3;95.9;8.7;1
24.8;207.1;143.9;82.0;39.4;1
32.9;114.0;247.8;59.8;43.0;1
19.6;341.7;349.7;16.9;12.4;1
11.8;97.2;420.8;17.5;6.2;1
23.1;421.1;126.1;49.2;36.1;1
39.9;133.5;502.0;95.2;46.2;1
27.4;196.5;507.4;90.4;1.8;1
43.8;149.0;381.0;16.6;0.7;1
27.6;322.0;552.7;28.8;9.2;1
19.7;50.6;487.8;58.9;34.2;1
16.8;239.0;133.0;47.7;48.2;1
34.3;167.2;479.2;11.9;37.5;1
28.8;442.1;571.9;36.9;28.7;1
31.1;36.7;82.6;95.5;35.0;1
36.4;414.8;587.2;95.1;11.5;1
35.4;83.8;15.0;55.9;34.4;1
11.5;44.3;313.3;63.5;16.1;1
38.1;101.2;464.3;22.2;11.1;1
28.6;51.3;474.3;74.2;11.8;1
23.7;260.5;440.8;5.2;33.4;1
28.8;494.1;317.6;22.1;38.4;1
31.4;17.2;390.6;0.6;29.1;1
15.2;230.6;420.0;38.6;3.2;1
24.6;193.0;296.7;85.0;1.9;1
21.7;169.8;357.4;98.3;10.9;1
22.3;165.9;507.8;66.8;14.3;1
13.2;447.5;187.7;74.5;20.2;1
15.6;9.5;313.9;26.3;3.8;1
15.7;387.5;5.1;52.0;36.3;1
23.1;126.5;412.5;73.7;35.6;1
41.3;191.6;117.2;49.7;17.3;1
17.2;210.1;288.6;8.9;28.2;1
24.6;152.4;126.1;74.1;5.0;1
20.9;46.8;14.1;22.0;20.8;1
37.6;57.2;289.9;9.8;42.9;1
11.8;149.1;254.9;47.8;33.0;1
16.9;410.9;255.1;7.5;5.2;1
17.4;67.3;125.3;62.9;42.4;1
44.8;371.3;568.3;64.0;34.0;1
30.0;144.4;2.1;25.7;22.7;1
14.9;441.7;534.9;96.5;34.6;1
19.5;214.2;442.1;82.4;8.6;1
15.9;85.9;103.2;11.0;27.5;1
14.4;492.9;283.3;74.9;30.9;1
37.9;88.3;593.3;35.3;46.4;1
27.4;283.8;386.2;75.0;3.3;1
32.1;284.6;76.4;80.1;18.7;1
21.6;186.4;274.6;15.1;46.8;1
29.4;475.7;280.9;66.2;10.9;1
19.0;421.9;481.4;86.3;40.7;1
20.8;414.9;549.7;32.3;0.1;1
32.8;487.1;49.3;8.0;1.3;1
15.3;228.6;188.4;2.7;16.4;1
31.6;48.6;179.1;11.0;38.4;1
39.8;382.7;597.6;0.4;5.2;1
14.2;190.4;335.5;32.7;19.1;1
41.4;95.2;527.9;29.9;6.6;1
12.8;241.6;255.6;11.0;11.2;1
22.2;462.9;433.6;65.1;25.1;1
31.4;85.7;172.0;99.2;16.0;1
29.6;424.3;547.1;90.1;10.6;1
13.4;209.1;273.1;25.3;19.7;1
38.0;68.4;482.2;77.0;35.1;1
44.1;424.2;153.5;93.7;6.0;1
16.3;484.8;416.2;90.6;24.0;1
41.3;145.6;243.1;88.5;13.7;1
29.5;151.8;18.9;78.6;18.9;1
42.8;195.3;247.8;29.3;41.1;1
16.2;407.1;330.0;8.4;46.5;1
37.7;5.2;91.1;48.8;12.1;1
12.1;112.0;110.3;5.5;31.5;1
40.9;352.9;278.9;99.8;33.8;1
33.6;202.8;205.6;35.8;42.1;1
23.0;165.1;264.4;95.8;45.0;1
16.7;436.1;276.5;77.3;23.4;1
38.6;458.7;84.0;41.1;49.1;1
31.1;474.0;108.7;11.8;48.5;1
22.6;136.3;508.9;23.7;25.3;1
25.5;456.3;97.6;67.3;27.1;1
38.9;368.5;399.5;83.0;33.4;1
21.9;77.1;251.1;97.9;18.7;1
13.1;305.1;580.9;13.2;33.1;1
41.9;13.2;39.7;15.6;25.7;1
23.6;354.2;498.2;4.2;1.8;1
22.2;366.8;294.9;26.0;42.6;1
17.2;394.7;3.2;82.1;47.0;1
41.4;86.3;158.2;19.8;1.3;1
17.6;314.1;244.6;54.8;39.5;1
32.3;89.4;188.5;44.6;19.3;1
40.8;473.3;217.5;32.6;29.3;1
11.2;337.5;550.0;61.8;25.0;1
39.0;47.7;216.6;50.2;27.6;1
24.4;93.5;251.3;33.5;24.8;1
33.0;331.7;456.7;68.9;42.7;1
23.0;238.3;476.3;28.0;34.2;1
34.3;368.1;50.5;64.3;20.6;1
18.9;140.4;422.4;95.7;34.4;1
10.8;329.0;289.5;72.9;48.3;1
43.2;88.5;80.3;41.8;4.0;0
10.6;271.9;158.8;74.8;19.4;1
38.8;478.9;27.0;80.9;43.5;1
15.9;314.1;216.1;32.6;37.0;1
23.7;25.0;153.2;70.5;46.7;1
38.8;494.4;229.3;43.4;2.0;1
17.2;78.4;348.2;81.9;43.1;1
40.3;359.0;439.4;29.5;39.6;1
27.4;266.3;363.2;93.8;40.8;1
22.8;147.2;407.0;57.5;29.9;1
33.2;88.7;519.4;35.3;2.6;1
21.9;88.9;524.3;41.9;27.0;1
22.2;429.2;516.4;34.8;20.4;1
35.7;436.5;91.9;14.6;26.4;1
20.8;232.6;150.6;6.8;37.0;1
17.0;51.8;301.4;32.2;29.8;1
38.3;442.1;215.2;45.9;14.6;1
38.2;243.5;79.0;36.2;30.0;1
27.4;219.4;172.7;1.4;4.2;1
28.4;203.7;585.3;57.9;0.3;1
34.4;182.5;208.2;14.5;20.1;1
27.8;263.0;251.3;21.1;37.9;1
24.6;302.3;3.8;12.1;41.1;1
44.8;233.2;431.6;52.0;27.5;1
15.2;448.3;248.1;9.5;43.4;1
30.7;158.8;61.9;25.6;6.3;1
41.0;289.2;581.1;45.2;48.2;1
34.1;150.0;466.5;16.8;46.1;1
40.8;376.7;435.7;44.6;30.0;1
21.8;51.1;574.7;34.3;2.9;1
19.5;94.3;244.5;86.1;22.7;1
39.8;400.6;431.1;79.5;9.0;1
23.8;91.6;123.7;99.3;31.4;1
34.8;312.9;418.3;52.9;9.5;1
15.2;485.1;8.4;57.5;24.1;1
36.5;261.4;75.8;94.7;10.3;1
29.2;93.7;255.2;40.0;9.1;1
19.4;160.3;7.3;55.6;12.4;1
27.3;411.7;277.2;37.9;1.5;1
34.4;175.8;313.7;54.6;35.8;1
10.4;361.8;373.0;8.1;15.3;1
32.3;388.7;60.2;78.4;34.9;1
29.0;250.6;108.6;98.5;32.7;1
17.7;391.6;368.0;6.6;3.3;1
36.4;158.5;394.9;80.1;15.6;1
20.6;258.1;15.5;24.2;28.3;1
19.7;343.3;324.2;19.8;45.9;1
26.5;84.0;471.0;69.3;20.1;1
33.7;136.8;41.5;4.4;25.2;1
42.5;326.0;247.9;46.3;37.5;1
14.9;327.7;195.9;0.1;40.2;1
23.9;246.7;548.2;55.4;46.2;1
12.3;397.8;111.5;46.2;24.9;1
36.5;241.0;191.0;91.5;9.7;1
25.7;440.7;539.1;72.0;38.2;1
34.7;368.0;198.4;12.6;6.3;1
21.3;157.3;318.8;35.5;20.9;1
39.6;197.6;19.8;93.2;31.4;1
28.7;333.8;590.9;72.5;34.6;1
43.0;447.2;495.0;59.4;36.7;1
12.8;89.4;380.6;55.9;9.7;1
28.0;257.3;36.5;39.8;49.1;1
36.8;59.4;44.9;58.5;8.9;1
31.0;139.7;327.0;77.2;4.8;1
10.8;343.0;171.0;12.8;33.2;1
44.0;38.9;373.7;97.0;45.5;1
20.4;331.2;358.9;23.9;28.0;1
18.7;450.4;503.2;44.8;29.8;1
27.0;484.7;168.8;2.3;26.9;1
29.0;108.3;346.7;55.0;2.1;1
36.8;374.4;466.4;38.2;34.1;1
23.8;463.2;294.5;25.0;17.9;1
25.4;45.7;498.4;98.6;46.8;1
28.7;207.0;78.8;42.8;9.3;1
23.8;459.7;440.3;41.4;15.1;1
42.0;101.4;565.8;46.3;25.2;1
39.8;466.9;199.1;11.6;23.9;1
25.9;263.6;219.8;39.3;20.0;1
10.0;49.9;50.1;33.6;15.7;1
41.5;224.9;384.9;46.5;7.4;1
14.4;163.1;331.5;85.7;41.0;1
18.6;141.1;24.2;19.3;22.4;1
15.3;270.7;451.3;60.8;28.6;1
16.3;241.8;497.6;3.8;27.3;1
38.1;241.0;544.3;31.7;28.8;1
30.3;44.1;327.4;47.3;35.2;1
43.5;401.2;271.5;7.4;31.5;1
18.1;240.7;525.7;54.4;13.7;1
27.0;410.5;239.2;31.0;27.7;1
44.2;412.3;393.3;99.3;12.2;1
38.9;158.6;369.2;63.1;29.4;1
35.5;2.2;223.3;24.4;21.6;1
16.6;455.6;52.1;10.3;2.0;1
36.9;380.3;12.8;4.1;36.7;1
22.2;53.6;256.9;9.1;13.7;1
28.6;350.9;288.7;68.0;46.0;1
31.3;10.0;493.6;85.5;14.0;1
31.3;13.9;248.6;15.7;49.8;1
35.4;262.9;168.7;40.2;23.1;1
33.2;48.0;277.3;35.4;1.3;1
12.4;482.2;142.8;64.5;3.8;1
26.0;446.9;54.8;18.3;4.1;1
33.2;324.9;67.8;95.3;2.8;1
20.4;31.9;191.5;72.9;13.4;1
21.0;162.4;7.6;95.5;16.2;1
14.4;185.9;132.1;27.7;5.6;1
24.7;240.4;472.5;58.8;21.9;1
44.5;84.5;140.8;73.2;18.3;1
20.0;288.8;66.4;71.1;31.8;1
28.6;217.9;569.4;2.1;9.8;1
36.0;473.6;373.5;99.8;45.7;1
10.5;468.1;36.0;92.8;25.8;1
41.5;282.7;37.3;12.0;31.2;1
23.5;322.2;367.3;54.4;2.0;1
40.4;68.9;324.1;31.5;28.0;1
11.4;111.7;41.0;87.9;18.4;1
15.1;450.4;134.6;69.8;46.2;1
21.3;349.6;557.4;22.4;44.3;1
22.1;94.7;343.2;3.4;31.9;1
39.7;285.1;264.2;29.2;38.4;1
10.4;467.4;150.1;3.8;32.2;1
32.4;172.6;80.2;14.1;0.8;1
14.6;92.9;241.6;63.6;35.2;1
38.8;471.0;553.4;74.5;8.9;1
37.3;230.6;29.2;46.8;34.1;1
27.5;208.6;594.6;60.0;0.5;1
17.4;133.8;124.7;15.6;15.5;1
32.2;445.8;245.3;31.7;25.8;1
15.5;422.8;27.0;71.3;16.7;1
16.7;201.5;350.9;36.5;34.7;1
31.9;15.3;290.1;34.9;26.1;1
44.7;223.3;400.0;19.4;48.0;1
41.2;90.4;325.6;59.5;17.9;1
30.8;71.4;238.9;81.0;36.1;1
28.8;196.5;442.7;46.9;41.8;1
44.9;49.5;15.0;11.6;12.7;1
29.2;478.7;324.6;83.8;37.7;1
24.7;23.8;68.3;7.1;19.7;1
41.8;200.7;261.6;47.2;6.4;1
18.2;81.4;474.7;26.1;0.2;1
13.4;344.4;85.5;93.6;37.2;1
32.2;39.4;561.5;73.8;9.3;1
13.4;273.4;533.1;56.6;2.6;1
23.1;386.6;248.9;66.8;24.9;1
24.8;475.0;3.6;53.3;17.3;1
29.2;349.3;473.8;14.8;34.6;1
44.7;49.7;528.5;70.9;5.4;1
17.7;44.3;104.8;49.3;6.6;0
23.2;365.8;549.7;63.4;20.2;1
14.6;107.7;548.5;4.5;26.0;1
31.3;223.6;282.8;14.2;41.2;1
35.5;488.3;478.8;58.9;29.3;1
26.9;410.0;267.0;45.9;45.1;1
18.6;423.3;338.4;22.7;10.9;1
31.7;430.4;191.9;24.1;29.8;1
28.9;309.8;95.7;63.2;32.8;1
16.0;372.0;447.9;5.9;36.3;1
24.2;179.5;0.8;43.4;49.4;1
25.2;499.2;347.7;52.3;23.4;1
44.4;139.8;518.8;30.8;18.5;1
39.7;295.0;132.8;82.1;42.6;1
35.7;141.0;199.7;5.7;8.8;1
41.1;56.0;352.5;86.6;1.9;1
35.7;283.8;148.1;72.3;22.2;1
41.6;176.7;508.5;44.6;12.4;1
11.9;291.6;220.0;92.4;19.8;1
26.0;279.3;349.0;70.2;49.3;1
36.1;271.1;135.7;93.1;17.4;1
30.4;61.7;24.8;47.3;35.4;1
16.1;220.1;104.2;45.3;12.5;1
21.9;406.0;27.7;53.1;15.2;1
21.1;157.6;281.2;6.5;12.2;1
19.1;221.9;352.0;90.8;28.6;1
22.0;246.9;26.8;66.8;11.3;1
28.0;431.4;54.3;61.8;35.9;1
39.9;327.8;291.3;92.6;34.0;1
36.0;50.1;479.5;99.4;21.1;1
39.2;432.6;376.8;16.3;1.3;1
40.9;416.0;62.8;74.9;1.1;1
24.6;376.8;532.5;58.0;26.6;1
22.1;233.0;550.5;46.1;42.0;1
12.0;378.8;195.0;97.8;29.9;1
42.6;239.4;369.6;85.0;21.8;1
12.3;368.3;295.4;69.7;44.1;1
35.9;440.1;565.2;38.3;9.8;1
23.2;445.3;305.2;66.6;18.0;1
43.2;227.3;576.0;53.2;28.3;1
24.7;429.7;119.6;24.9;14.6;1
38.6;50.7;207.3;45.0;49.9;1
19.9;50.9;468.8;21.2;22.6;1
20.5;274.1;470.2;50.0;2.6;1
30.8;325.9;439.3;72.0;8.8;1
44.9;76.5;515.8;3.7;26.6;1
28.1;236.1;421.5;76.5;27.5;1
42.8;47.2;381.7;2.0;49.2;1
37.5;301.0;275.4;51.7;30.0;1
37.9;427.5;280.3;57.3;33.3;1
25.3;368.8;243.7;76.1;10.7;1
23.5;189.1;372.1;76.1;5.3;1
16.7;496.9;244.0;41.7;30.1;1
43.7;331.5;88.5;6.6;43.2;1
43.6;407.6;63.9;69.4;29.4;1
36.1;334.8;554.7;51.1;22.1;1
20.4;494.7;14.8;33.3;28.9;1
18.6;410.7;63.3;23.5;23.4;1
44.6;259.7;267.2;12.0;7.1;1
12.3;183.4;157.8;29.5;37.1;1
39.5;341.1;243.5;45.8;26.7;1
22.4;295.1;70.5;47.8;20.0;1
24.7;314.7;78.5;58.3;28.0;1
39.1;171.5;480.4;36.2;12.1;1
13.2;214.4;455.5;92.0;21.4;1
22.4;279.0;62.6;49.6;31.1;1
43.3;419.6;400.7;42.4;11.3;1
34.5;381.5;365.6;4.8;37.4;1
36.4;59.3;428.0;59.9;26.1;1
36.5;122.8;284.7;60.3;43.1;1
12.1;13.3;162.0;58.3;42.4;1
17.1;4.0;398.2;88.8;24.7;1
27.2;112.2;222.8;76.3;9.8;1
22.9;399.7;131.4;86.7;36.8;1
24.4;452.4;245.2;5.9;20.9;1
37.4;195.9;458.0;31.8;29.7;1
10.5;281.6;285.5;31.9;5.4;1
33.1;353.0;179.9;65.7;31.6;1
10.0;476.5;499.1;44.9;18.7;1
12.2;456.5;529.0;77.7;16.7;1
24.3;28.6;260.0;38.4;49.0;1
39.4;124.1;224.8;22.2;21.6;1
15.1;24.6;367.6;29.1;33.9;1
29.4;308.3;34.8;18.2;31.4;1
33.7;355.2;414.8;19.8;5.2;1
18.0;154.1;469.4;21.7;37.4;1
27.9;426.9;238.5;1.6;16.2;1
41.9;226.4;104.8;71.6;39.9;1
27.9;499.2;17.3;40.0;30.4;1
15.5;0.2;382.3;2.3;15.9;1
32.0;54.7;161.4;37.0;17.8;1
30.7;150.9;278.3;90.5;36.6;1
10.9;12.8;231.8;51.1;27.5;1
13.2;391.2;104.9;98.7;33.4;1
15.5;26.4;305.0;54.0;7.9;1
14.8;374.5;275.8;96.3;39.3;1
19.1;26.3;374.5;20.2;16.0;1
25.9;126.4;151.1;29.0;31.0;1
23.0;420.6;128.8;70.0;5.7;1
41.2;475.5;488.6;98.7;16.1;1
31.4;207.3;421.3;82.5;32.4;1
40.7;485.0;463.3;55.4;13.7;1
28.4;313.4;74.0;8.5;44.0;1
13.1;207.9;134.4;36.4;33.1;1
26.2;401.4;345.3;8.6;43.5;1
38.8;147.7;514.3;31.1;19.8;1
16.8;132.9;535.3;25.9;1.7;1
13.2;328.3;499.1;38.9;28.8;1
21.5;195.2;26.0;83.7;17.0;1
23.6;68.0;492.5;15.0;22.4;1
20.7;33.5;539.5;30.6;34.1;1
14.7;393.9;34.0;26.1;35.0;1
18.8;338.0;249.8;29.6;1.4;1
33.9;205.9;322.0;36.1;38.5;1
23.5;448.1;139.7;24.4;24.7;1
32.1;205.4;310.0;94.3;27.8;1
28.8;355.1;531.6;42.0;14.9;1
29.2;454.6;520.2;11.4;21.0;1
18.7;420.4;563.9;46.8;35.5;1
28.3;255.6;290.5;18.4;38.8;1
10.8;340.3;246.3;21.6;19.4;1
25.1;206.8;399.5;28.5;34.6;1
30.0;323.6;250.1;12.5;12.9;1
16.4;128.8;25.2;72.1;41.6;1
19.0;217.4;432.0;79.2;30.5;1
17.7;104.8;168.6;39.4;38.8;1
12.5;19.1;29.5;68.9;23.9;1
22.2;294.3;12.4;38.9;11.5;1
44.3;432.2;558.8;16.4;21.5;1
22.4;12.8;151.2;39.7;19.1;1
26.1;98.0;268.7;55.7;16.6;1
32.9;230.1;570.3;4.1;10.6;1
32.7;332.9;280.5;65.4;38.0;1
43.2;85.6;47.2;74.3;4.3;1
40.0;28.3;331.2;86.0;44.4;1
37.8;259.5;52.9;10.3;8.8;1
43.3;409.4;57.1;0.0;49.0;1
18.1;17.6;510.9;7.3;49.4;1
31.6;174.7;173.7;92.4;19.9;1
41.1;331.8;407.2;76.6;49.4;1
31.8;65.4;305.4;83.5;43.5;1
44.2;118.0;133.4;51.7;4.1;1
13.5;267.7;310.7;52.7;47.4;1
25.4;476.6;41.4;29.9;2.1;1
44.2;143.7;208.3;84.3;9.1;1
23.3;243.8;313.7;83.0;29.2;1
35.9;200.0;137.0;39.2;4.0;1
11.1;448.7;396.1;32.9;8.1;1
34.3;35.9;31.1;73.8;47.7;1
42.7;283.1;290.9;2.6;49.7;1
23.4;423.1;429.0;86.0;39.9;1
10.7;494.1;258.0;44.6;25.8;1
11.0;349.4;524.8;44.1;45.0;1
41.2;190.0;379.3;66.9;5.6;1
35.3;205.9;575.1;64.6;47.1;1
13.7;175.8;170.5;26.6;17.6;1
11.9;301.8;563.3;94.3;43.1;1
38.2;369.7;364.1;98.6;33.4;1
38.3;409.7;447.1;52.6;48.0;1
14.2;208.3;541.3;56.1;43.2;1
20.6;358.4;330.7;55.4;44.4;1
37.3;458.1;517.3;48.6;31.6;1
28.4;460.4;325.0;94.5;41.7;1
43.5;352.0;359.5;24.5;37.9;1
26.8;318.5;267.1;10.8;8.1;1
33.7;265.8;87.4;93.0;32.4;1
27.8;91.6;332.1;21.3;7.4;1
43.0;61.8;586.5;74.9;43.5;1
24.0;242.9;472.3;20.4;3.3;1
18.0;79.7;448.5;96.0;49.4;1
21.4;288.5;386.0;79.1;20.0;1
39.8;322.9;208.7;91.9;8.5;1
27.4;262.8;101.8;95.1;46.8;1
22.4;18.2;134.7;8.4;2.3;0
29.0;28.9;3.8;43.3;23.5;1
14.7;56.7;404.1;64.8;38.5;1
10.2;76.8;487.1;80.2;15.8;1
19.8;494.9;161.3;24.1;26.4;1
31.2;172.2;55.1;91.5;35.0;1
34.9;146.0;201.4;22.1;47.6;1
38.9;26.1;175.2;86.6;5.1;1
42.4;317.7;270.5;51.3;7.9;1
24.4;326.1;158.5;51.5;25.4;1
35.9;87.7;203.8;37.4;20.9;1
12.6;459.6;544.5;10.4;20.5;1
12.0;400.2;200.9;34.7;14.8;1
14.4;115.2;471.3;42.7;28.0;1
25.7;242.9;375.5;47.9;44.2;1
17.4;229.2;202.5;73.9;8.0;1
20.0;174.3;490.7;35.2;10.8;1
32.7;408.8;357.0;40.7;33.5;1
22.5;54.6;5.2;90.6;2.8;1
29.5;207.7;41.2;75.3;33.7;1
24.4;214.0;451.6;2.3;15.7;1
15.9;234.4;267.9;81.2;17.9;1
12.6;430.7;243.3;99.0;20.3;1
18.3;109.1;87.5;94.0;17.5;1
12.0;51.5;94.4;83.6;42.1;1
31.7;308.9;478.7;62.9;47.3;1
37.9;86.9;497.4;27.8;27.4;1
21.9;37.5;336.0;65.4;29.1;1
23.5;213.3;177.1;69.6;3.5;1
38.6;109.8;559.6;28.2;35.7;1
17.8;180.6;374.4;25.5;29.2;1
14.2;129.9;478.0;39.7;2.5;1
27.5;46.3;2.0;64.1;9.9;1
32.6;280.2;270.2;29.3;10.1;1
31.0;13.5;522.6;55.6;8.5;1
35.0;483.2;202.9;89.9;32.9;1
12.0;170.7;435.9;29.5;46.4;1
25.0;347.6;394.6;96.6;38.1;1
18.3;405.2;91.3;47.3;23.9;1
36.6;139.6;464.9;10.1;20.2;1
40.5;374.4;67.5;5.5;19.3;1
19.8;416.2;436.7;33.9;30.1;1
13.3;120.7;594.6;25.9;18.0;1
18.9;496.2;574.8;84.4;11.3;1
13.6;10.3;480.1;73.8;30.1;1
21.3;108.5;320.7;88.5;19.5;1
28.8;390.0;404.9;58.9;0.7;1
44.1;97.1;436.9;43.5;1.1;1
24.0;349.1;5.0;27.1;13.7;1
17.7;427.8;61.4;58.3;25.6;1
15.8;479.6;358.2;61.8;17.7;1
16.1;237.1;3.9;39.3;1.2;1
16.7;485.6;545.3;93.7;11.2;1
36.7;205.8;293.8;64.0;4.8;1
12.1;109.1;154.7;83.7;47.4;1
44.9;257.0;236.3;62.0;15.6;1
28.3;324.9;510.5;31.7;0.7;1
29.0;229.0;556.3;73.7;33.0;1
22.5;283.5;69.7;23.0;11.6;1
34.2;208.2;466.8;59.7;28.3;1
26.5;262.4;346.9;40.2;7.5;1
21.5;476.3;351.3;15.0;49.2;1
19.3;249.9;467.7;41.3;48.5;1
42.4;126.6;133.7;31.0;32.8;1
20.2;379.4;318.6;11.2;35.4;1
25.3;168.8;191.6;82.4;21.3;1
22.3;408.1;56.7;49.9;48.1;1
13.0;28.4;63.0;34.6;21.2;1
16.5;166.1;81.9;50.5;12.0;1
16.6;47.2;368.9;75.5;5.8;1
34.3;42.7;63.5;1.8;10.4;1
24.2;329.2;342.1;54.7;28.6;1
37.4;192.7;353.0;47.9;12.3;1
34.8;435.7;542.3;89.3;32.7;1
16.7;258.2;375.8;55.6;19.1;1
29.7;147.7;591.4;13.7;44.3;1
36.0;360.4;18.6;38.9;27.9;1
32.2;312.0;422.5;62.1;31.1;1
31.0;399.8;15.9;4.6;27.8;1
35.9;321.8;437.6;88.5;44.3;1
12.0;83.5;231.5;6.8;3.2;1
35.6;335.2;366.8;3.1;3.4;1
19.5;195.8;185.7;0.2;35.1;1
30.0;231.6;95.5;68.4;38.4;1
18.5;460.8;434.1;45.6;21.7;1
39.4;180.0;542.8;10.3;17.6;1
26.8;306.0;110.1;85.6;13.9;1
32.5;181.7;552.4;20.3;11.7;1
37.8;47.4;84.1;32.6;45.6;1
41.3;226.8;441.4;17.8;14.8;1
35.6;298.5;575.7;92.7;32.4;1
15.2;203.8;88.4;75.8;39.4;1
39.9;195.3;261.1;72.4;1.1;1
31.7;410.2;202.5;4.4;1.7;1
31.3;14.8;233.1;52.3;16.7;1
42.2;147.8;451.9;57.5;34.8;1
18.7;405.9;396.7;38.3;13.0;1
18.4;460.3;581.2;32.2;0.1;1
28.0;206.1;111.3;85.2;14.4;1
36.3;444.4;326.0;2.3;4.5;1
25.7;99.5;269.5;62.5;11.0;1
32.2;110.7;551.3;39.4;16.7;1
25.8;423.1;6.4;66.6;6.4;1
31.4;451.6;593.5;19.8;35.3;1
38.8;111.4;287.8;23.9;12.8;1
16.3;29.7;375.3;58.7;33.1;1
34.3;45.2;216.0;98.0;30.0;1
37.6;130.7;511.5;97.5;44.9;1
25.6;380.7;337.2;24.9;4.4;1
21.3;255.0;397.7;10.2;10.7;1
10.5;227.8;389.3;59.0;43.3;1
37.9;292.1;218.4;42.0;41.1;1
21.5;445.1;45.6;76.2;9.6;1
22.5;45.2;484.6;52.8;5.4;1
21.8;347.4;173.8;51.1;42.8;1
27.5;463.4;509.4;64.6;8.9;1
34.6;106.7;365.2;12.6;43.6;1
37.0;418.9;212.2;67.7;48.1;1
23.7;349.0;356.5;48.9;11.0;1
33.2;7.2;387.3;82.0;42.0;1
35.2;115.8;424.0;13.9;21.2;1
20.4;302.9;493.4;30.1;39.4;1
13.4;251.2;95.9;95.0;20.4;1
41.3;264.0;566.5;55.3;3.5;1
33.7;116.0;246.5;92.9;35.6;1
32.7;337.5;516.3;68.9;7.5;1
12.1;133.2;132.3;92.6;46.4;1
38.6;194.7;17.4;31.8;20.9;1
29.8;184.5;344.0;9.1;4.1;1
39.7;336.0;194.8;80.2;11.4;1
44.1;45.1;590.7;80.4;43.1;1
43.5;102.8;62.7;61.9;16.1;1
40.0;100.2;28.4;58.0;42.8;1
10.4;54.2;27.0;91.5;8.6;1
41.0;103.8;130.1;17.6;23.4;1
12.6;303.5;347.5;61.7;43.9;1
39.8;366.1;303.3;5.0;2.4;1
19.8;330.2;210.0;14.1;15.2;1
31.4;237.6;53.3;43.7;45.5;1
11.3;26.2;140.2;82.1;29.8;1
37.0;479.5;110.5;73.3;35.8;1
13.9;84.0;447.4;97.4;42.1;1
24.4;334.2;468.0;4.5;26.2;1
38.6;456.4;466.2;38.1;42.3;1
34.3;348.9;581.4;15.9;31.9;1
10.2;109.0;530.5;3.7;34.3;1
24.1;157.9;298.7;26.4;7.6;1
11.5;15.1;249.0;24.4;47.0;1
33.6;306.4;549.5;42.0;39.8;1
43.9;306.5;366.7;14.0;12.7;1
32.9;362.8;176.6;48.9;29.0;1
17.9;5.5;338.7;92.0;18.8;1
22.4;408.9;595.3;74.8;33.0;1
44.2;369.4;509.7;84.2;49.7;1
17.8;70.4;168.8;80.5;2.3;1
29.7;173.8;571.8;39.0;47.6;1
24.0;319.3;588.9;70.9;3.6;1
36.9;247.9;138.7;75.4;23.0;1
40.4;57.5;537.4;20.6;24.1;1
21.9;43.7;529.9;86.0;13.4;1
33.1;390.7;23.9;45.8;28.3;1
29.2;78.0;401.8;1.6;41.7;1
19.7;86.0;183.2;64.3;14.7;1
19.5;415.5;404.8;67.7;3.5;1
28.9;306.1;548.1;55.2;31.6;1
15.4;302.4;299.3;21.2;37.6;1
